1.000000000000000000e+00 8.603912353515625000e+00 9.852959632873535156e+00 1.126204586029052734e+01 1.286047649383544922e+01 1.467581653594970703e+01 1.674226570129394531e+01 1.910581970214843750e+01 2.175957870483398438e+01 2.457942962646484375e+01 2.735344505310058594e+01 2.985014343261718750e+01 3.231651687622070312e+01 3.484675979614257812e+01 3.666476440429687500e+01 3.883662796020507812e+01 4.215402984619140625e+01 4.215715026855468750e+01 4.338348388671875000e+01 5.408651351928710938e+01 5.763811492919921875e+01 1.104157638549804688e+02 7.589671325683593750e+01 7.691225051879882812e+00 -5.176512908935546875e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 8.484237670898437500e+00 9.527037620544433594e+00 1.075516700744628906e+01 1.220151901245117188e+01 1.389480209350585938e+01 1.587552642822265625e+01 1.828549957275390625e+01 2.119805908203125000e+01 2.439293289184570312e+01 2.748622894287109375e+01 2.960932540893554688e+01 3.187156867980957031e+01 3.513935089111328125e+01 3.526674270629882812e+01 3.629258728027343750e+01 4.459271240234375000e+01 3.774652481079101562e+01 2.914379310607910156e+01 6.152727890014648438e+01 1.479354000091552734e+01 -5.109984588623046875e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 8.214341163635253906e+00 9.030343055725097656e+00 1.005497074127197266e+01 1.132964515686035156e+01 1.286920452117919922e+01 1.464157867431640625e+01 1.704579162597656250e+01 2.045570564270019531e+01 2.441212272644042969e+01 2.867390441894531250e+01 2.926584053039550781e+01 3.049172973632812500e+01 3.875323867797851562e+01 3.313784790039062500e+01 2.695725822448730469e+01 6.535379791259765625e+01 3.916083908081054688e+01 -1.352642250061035156e+01 -5.872148513793945312e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 7.740631580352783203e+00 8.341623306274414062e+00 9.124706268310546875e+00 1.022505950927734375e+01 1.165527248382568359e+01 1.283963108062744141e+01 1.491458129882812500e+01 1.932903671264648438e+01 2.429080581665039062e+01 3.381594467163085938e+01 2.844033813476562500e+01 2.246713829040527344e+01 5.947659683227539062e+01 3.514089965820312500e+01 -1.494818878173828125e+01 -5.888996505737304688e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 6.953199386596679688e+00 7.484220027923583984e+00 7.900306224822998047e+00 8.828339576721191406e+00 1.072765350341796875e+01 1.022129249572753906e+01 1.064986038208007812e+01 1.799430084228515625e+01 2.000196647644042969e+01 5.752537155151367188e+01 3.190421867370605469e+01 -1.725716209411621094e+01 -5.967095565795898438e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 5.567034721374511719e+00 6.757208347320556641e+00 6.190455436706542969e+00 6.521935462951660156e+00 1.230107021331787109e+01 6.892000675201416016e+00 2.393066436052322388e-01 2.356003761291503906e+01 -1.087508010864257812e+01 -5.879876708984375000e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 2.552449941635131836e+00 7.871782302856445312e+00 3.731087207794189453e+00 -8.491969108581542969e-01 2.734363746643066406e+01 7.870232105255126953e+00 -3.098234748840332031e+01 -6.415745544433593750e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 -6.449130535125732422e+00 2.059224128723144531e+01 4.201513767242431641e+00 -3.200960159301757812e+01 -6.421335601806640625e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+00 -3.773337173461914062e+01 -6.561797332763671875e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
